类别,文本
科技,周五热门中概股多数上涨 叮咚买菜涨超10% 聪链华住酒店涨超7%
科技,中国科学家在大脑中找到“生物钟”位置
科技,对话360集团孙浩：将大模型“嵌入”智能硬件，360如何把握“下个风口”？
科技,亚马逊据称正与美国运营商谈判 为Prime用户提供免费电话服务
科技,微软对测试Office AI功能加收40%的费用，美银沃尔玛等600多家大客户参与
科技,水滴公司第一季度营收6.06亿元 Non-GAAP净利润9640万元
科技,英伟达领涨半导体股价：做空者巨亏 180 亿美元，持续加仓盼翻盘
科技,云集第一季度营收1.79亿元 同比下滑47.8%
科技,B站一季报AB面：日活多了，UP主赚钱少了？
科技,马斯克：收购推特是必要的，即使贵得离谱，这是条艰难致富路
科技,moto razr 40 Ultra体验：超大外屏就是爽
科技,腾讯张军：马化腾言论是想让投资公司居安思危，但越传越歪
科技,不止马斯克，全球最顶尖的科技大佬今年都来中国了
科技,马化腾分享关于裁员文章称“要收紧队形” 公关总监：这不是在内部说的
科技,对话百度何俊杰：大模型重塑搜索，百度如何“卷”？
科技,突然刷屏！比亚迪西安工厂起火，现场浓烟滚滚，是重要制造基地！最新回应来了
科技,任泽平，最懂流量的经济学家
科技,靠没有优势的FF 91 2.0，贾跃亭圆不了造车梦
科技,一年停车费少则上千多则上万，全国城市停车哪里最贵、哪里最难？
科技,戴威摸着贾跃亭过河？
科技,气囊或无法打开！丰田热门车型大规模召回！此前被曝用户信息泄露，241万车主恐“遭殃”
科技,5月汽车公司市值榜：特斯拉大涨超1200亿美元，理想汽车升至国内第二，车市回暖经销商仍承压
科技,“人民代步车”五菱海外卖疯，日本车在东南亚面临崩盘？
科技,知乎加速大模型研发 CTO李大海兼任面壁智能CEO
科技,京东直播，不只需要一个罗永浩
科技,AI能有多危险？美国空军专家透露的模拟测试结果令人不安
科技,戴威版“真还传”：创业未半，中道崩盘
科技,蚂蚁集团井贤栋：商业和社会价值一体创造，是企业可持续发展核心路径
科技,一图看懂哔哩哔哩2023年Q1财报：净亏损同比收窄72% 用户日均使用时长96分钟
科技,不只比5G好用10倍 华为提出5.5G新战略：把光技术带入每一辆车
科技,微软 Edge 浏览器 Dev 115 发布：历史记录可显示缩略图
科技,ChatGPT现在正式交到了一名华人手上
科技,干爽畅快：太平鸟速干T恤49元探底（吊牌198元）
科技,2023小家电行业务必在不确定中寻找确定
科技,英伟达市值飙升破万亿，华尔街纷纷调高其股票目标价
科技,价格创新低 moto razr 40系列新品3999元起
科技,芯谷微IPO：超九成营收为应收账款，利润依赖税收优惠政府补助
科技,华为 鸿蒙 HarmonyOS 3 系统更新，首批支持 Mate 50 等 5 款机型
科技,天玑9200+登顶安卓性能榜
科技,这届年轻人偏爱“硬核护肤”？天猫618：美容仪、功效护肤品成黑马
科技,诺基亚2660 Flip手机新增绿色和粉色配色 仅售65英镑
科技,沉浸式“信仰之跃”，育碧宣布专为 VR 打造的新作《刺客信条 Nexus VR》
科技,亚洲最大火电二氧化碳捕集利用封存项目今日投产
科技,2999元 创维新款Mini LED显示器上架：4K HDR1000、96W反向充
科技,OPPO 618再夺多个冠军 4000+价位销售额同比增160%
科技,昨夜，Meta首款消费级MR头显提前发布！扎克伯格亲自站台，抢跑苹果
科技,安徽省科技厅成果转化与区域创新处处长李林接受审查调查
科技,扎克伯格抢先库克：于苹果前发布Quest 3 VR头显
科技,4月壁挂炉市场：市场明显复苏结构良性发展
科技,抢先苹果一步！Meta推出新头显：秋季上市，起售价499美元
科技,B站又分了20亿，UP主还是不满意
科技,数据就是金山银山？“美版贴吧”API收费标准曝光 1.2万美元/5000万次
科技,苹果零售链大动作：四年内亚太拟新开15家店 上海有望再开一家
科技,苹果拟加强中国及亚洲零售网络建设：2027年前开设或改造21家门店
科技,10分钟被骗430万风波后 AI换脸又盯上明星
科技,波音推迟搭载宇航员的飞行，因发现新安全问题
科技,线下演唱会强势回归，线上演唱会还有发展空间吗？
科技,戴尔科技：2024财年第一财季营收209亿美元，运营利润11亿美元
科技,Steam下架Dolphin模拟器，开发者也收到任天堂 DMCA 警告
科技,华硕推出ROG Strix Scope II 96双模无线游戏键盘
科技,佳明发布全新商务智能运动腕表，全系搭载LED手电筒
科技,儿童市场持续升温，家电能否分一杯羹？
科技,印度尼西亚国家电力公司与华为签署战略合作协议
科技,终于有人把嵌入式冰箱的分类说清楚了！
科技,洗碗机市场震荡前行，美的西门子方太老板涨跌互现
科技,日本将要求苹果允许第三方应用程序商店，禁止谷歌在搜索结果中“偏袒自己的服务”
科技,苹果储蓄账户客户称将资金转出高盛时遭遇困难
科技,对话周鸿祎：未来大模型将呈现“三化”，谁将被行业淘汰？
科技,迪柯尼的“关店收缩”：营收净利润大降，销售费用率近两倍同行
科技,东软熙康第四次递表：三年亏7亿，现金流承压竞争压力大
科技,狗狗币投资人指控马斯克内幕交易：卖力吆喝只为自己套现
科技,在等苹果的头显？IDC 报告 AR / VR 头显 2023Q1 出货量下降 54.4%
科技,微信摊牌了
科技,再次为梦想窒息 贾跃亭终于收割了美国富豪们
科技,英伟达CEO黄仁勋今日将与鸿海集团董事长刘扬伟会面
科技,马斯克刚走，“狠人”黄仁勋要来了
科技,大摩分析师：特斯拉仍是汽车公司 AI影响不大
科技,iOS 15.7 及此前版本均受影响，攻击者利用苹果 iMessage 传播恶意软件
科技,5G是高铁 6G就是飞机！中国移动：6G天地一体 感受爽到家
科技,取消远程办公？Meta或要求员工每周至少到岗工作3天
科技,苹果计划扩大中国和印度市场：要在温州、佛山、合肥开新店
科技,天涯社区暂停访问后，20多年的用户数据怎么办？
科技,评为 2022 年 Steam 最具创意游戏，消息称《迷失》将登陆 Mac 平台
科技,华泰证券：苹果MR的发布或催化内容板块投资机会
科技,马斯克结束访华，外界猜测收获！期间特斯拉股价走高，马斯克又成世界首富
财经,早盘：美股继续上扬 能源与通讯服务板块领涨
财经,美国贸易逆差扩大至六个月来最高水平 受进口增加推动
财经,一边产能过剩一边大规模扩产 两大光伏龙头同日宣布有“大动作”
财经,刘珺：比较视域下中国式现代化理论、超越与范式升维
财经,如何通过炼油利润率判断石油市场前景?这三位能源分析师给出了答案
财经,中国生命集团(08296.HK)委任胡朝晖为独立非执行董事
财经,德银惨案过后 ESMA寻求加大CDS交易披露力度
财经,奈飞涨超4% 获多行上调目标价
财经,Stitch Fix涨超22% 或于2024财年退出英国市场
财经,圣诺医药-B(02257)6月7日斥资167.95万港元回购3.6万股
财经,美银：业绩指引强劲 上调斯马克目标价至170美元
财经,圣诺医药-B(02257.HK)6月7日耗资167.95万港元回购3.60万股
财经,美国财长耶伦：存在着保持就业强劲的同时让通胀下降的路径
财经,Yext大涨32% Q1每股收益大超预期 上调全年收入指引
财经,美国财政部现金余额回升 预计6月底达到接近4250亿美元
财经,红杉全球三大市场宣布各自独立，背后的原因是？
财经,Neuralink可能需要10年以上时间才能将脑机接口设备商业化
财经,开盘：美股周三小幅高开 市场关注联储政策前景
财经,中国能源建设(03996)拟于6月16日派发现金红利每股A股0.0252元
财经,永达汽车(03669.HK)6月7日耗资198.68万港元回购48.7万股
财经,永达汽车(03669)6月7日斥资约198.68万港元回购48.7万股
财经,瑞强集团(08427.HK)拟折让约8.9%发行合共1238.76万股 净筹95万港元
财经,赛生药业(06600)6月7日斥资211.64万港元回购20万股
财经,宕机超12小时，损失过亿，唯品会基础平台负责人被免职！
财经,世界黄金协会：黄金短期内或面临一些逆风，但中期仍有利好因素
财经,中国北大荒(00039.HK)：撤回清盘呈请
财经,以史为鉴！比特币有望在SEC诉讼事件后迎来反弹？
财经,金山软件(03888.HK)授出合共80.04万股限制性股票
财经,赛生药业(06600.HK)6月7日耗资211.64万港元回购20万股
财经,电报解读|三安光电(600703.SH)碳化硅加速量产，已签订SiC订单超70亿
财经,华尔街的脸被打肿了：2023年看多的资产跌成狗，看空的资产涨上天
财经,电报解读|格林美(002340.SZ)23年预计营收增长30%，产能建设快速推进
财经,康圣环球(09960)6月7日斥资20.75万港元回购13.35万股
财经,前集度汽车副总裁朱江加入Lucid，美国造车新势力开始为进入中国做准备
财经,康圣环球(09960.HK)6月7日耗资20.7万港元回购13.35万股
财经,中信建投证券(06066)将于8月22日或之前派发末期股息每10股2.70元
财经,报告：上海“夜光亮度”列全球第二位
财经,成都高速(01785.HK)：杨坦获选举为公司董事长
财经,成都高速(01785)：杨坦获选举为公司董事长
财经,“小李子”首次试水太空领域投资：这家公司要绘制全球3D地图 已拿下12亿美元订单
财经,中天策略:6月8日市场分析
财经,中天期货:甲棕榈油再收十字星 醇弱势继续
财经,科创信息(300730.SZ)2022年度拟每10股派0.15元 6月16日除权除息
财经,协鑫科技(03800)6月7日斥资3011.23万港元回购2000万股
财经,西大门(605155.SH)2022年度每股派0.2元 股权登记日为6月13日
财经,协鑫科技(03800.HK)6月7日耗资3000万港元回购2000万股
财经,大为股份：子公司拟25亿元投建年产4万吨碳酸锂冶炼加工项目
财经,中烟香港(06055)发盈喜 预期中期股东应占利润增长逾100%
财经,大为股份(002213.SZ)：拟25亿元投建年产4万吨碳酸锂冶炼加工项目
财经,康宁医院(02120.HK)达成复牌指引 拟6月8日复牌
财经,中烟香港(06055.HK)盈喜：预计上半年公司所有者应占利润增幅不低于100%
财经,伊戈尔(002922.SZ)实控人累计增持公司2%股份 增持实施完毕
财经,交通银行(03328)：刘建军任首席风险官获国家金融监督管理总局核准
财经,康宁医院(02120)：复牌指引已达成 6月8日复牌
财经,交通银行(03328.HK)：林骅、刘建军及王文进的任职资格获核准
财经,新钢股份(600782.SH)：拟不超2亿元向欧冶工业品增资
财经,朗坤环境(301305.SZ)：拟使用不超11亿元闲置自有资金进行委托理财
财经,富智康集团(02038.HK)附属公司提议出售若干资产
财经,申华控股(600653.SH)：力争实现汽车零售板块收入、利润恢复性增长
财经,致欧科技(301376.SZ)：网上路演时间为6月9日14:00-17:00
财经,海尔智家(06690)6月7日回购55万股H股及80万股A股
财经,恒勃股份(301225.SZ)披露中签结果：中签号码共有2.3173万个
财经,豪江智能(301320.SZ)将于6月9日在创业板上市
财经,飞沃科技(301232.SZ)披露中签结果：中签号码共有1.3065万个
财经,海尔智家(06690.HK)6月7日耗资1298.99万港元回购55万股
财经,由于进口增加，美国贸易出现六个月以来最大逆差
财经,海看股份(301262.SZ)IPO定价为30.22元/股 6月9日申购
财经,威士顿(301315.SZ)IPO定价为32.29元/股 6月9日申购
财经,润建股份(002929.SZ)：2022年度权益分派10派2.5元 股权登记日6月13日
财经,汉威科技(300007.SZ)：在人形机器人领域，公司在与部分厂商开展技术合作
财经,汇鸿集团(600981.SH)：首创的“三自一专”模式促进跨境电商业务稳健发展
财经,2连板国芳集团：未发现可能对公司股价产生较大影响的报道或市场传闻
财经,17天11板“妖股”董事长、监事会主席辞职!谁在爆炒杭州热电？
财经,卫宁健康(300253.SZ)2022年度拟每10股派0.1元 6月15日除权除息
财经,汉威科技(300007.SZ)：柔性传感器在非侵入式的脑部生理电等信息采集方面能够产生应用，但目前尚处于早期研发阶段
财经,汉威科技(300007.SZ)：公司积极布局脑机接口相关技术，并取得一定进展
财经,洲明科技(300232.SZ)拟10股派0.15元 于6月14日除权除息
财经,央行持续出手！狂买620亿！
财经,汉威科技(300007.SZ)：苏州能斯达目前产品性能成熟稳定，已经实现批量出货
财经,*ST深南(002417.SZ)：深交所决定公司股票终止上市
财经,雅本化学(300261.SZ)：控股股东拟减持不超3%股份
财经,格隆汇6月7日丨据市场消息，德国蒂森克虏
财经,博世科(300422.SZ)：与大陆希望签署战略合作框架协议
财经,盘前：道指期货涨0.1% 美银：散户投降预示美股上涨
财经,联合光电(300691.SZ)拟10股派1元 于6月15日除权除息
财经,科陆电子(002121.SZ)：收到1.63亿元中标通知书
财经,叙福楼集团(01978)将于6月27日派末期股息每股7.77港仙
财经,中欣氟材(002915.SZ)：2022年度权益分派10派2元 股权登记日6月15日
财经,硕贝德(300322.SZ)：拟投资2.55亿元开展新能源线束生产项目
财经,瑞丰新材(300910.SZ)大股东中石化资本累计减持148.8万股
财经,品渥食品(300892.SZ)：拟回购0.5%-1%公司股份
财经,品渥食品：拟回购50万股-100万股
财经,受益产品涨价 金宝汤Q3利润超预期
财经,苹果MR开发套件已开放申请 中国开发者期待推动3D内容生态
财经,失去“财富密码”，东方财富失速
财经,海能实业(300787.SZ)遭大股东李伟雄及其一致行动人大宗交易减持345.03万股
财经,东方电气(01072)：同意委任冯勇为联席公司秘书
财经,浪潮数字企业(00596)将于8月10日派发末期股息每股0.02港元
财经,唯科科技(301196.SZ)：2022年度权益分派10派7元 股权登记日6月14日
财经,九典制药(300705.SZ)：从外用抗炎镇痛药物的市场竞争格局来讲，目前化药品种较少，未能很好的满足患者的用药需求
财经,深交所：山东航空股份有限公司股票终止上市
财经,海能实业(300787.SZ)：减持数量已过半 李伟雄及其一致行动人减持合计345.03万股
财经,苏新服务(02152.HK)以580.81万元出售苏高新怡养健康管理49%股权
财经,“宁王”遭大摩看空，股价放量跌超6%…分析 市场反应明显过度
财经,中化岩土(002542.SZ)：董事刘忠池拟减持不超过950万股
财经,一天杀两“白马”！原因可能是TA......
财经,九典制药：洛索洛芬钠凝胶贴膏在广东联盟的降价幅度是25%
财经,"11板""妖股""突发！董事长、监事会主席双双辞职，年薪均超百万......"
财经,新和成(002001.SZ)2022年度拟每10股派5元 6月14日除权除息
财经,海融科技(300915.SZ)：海融香港拟设立马来西亚全资子公司
财经,九典制药(300705.SZ)：洛索洛芬钠凝胶贴膏在广东联盟的降价幅度是25%
财经,京投交通科技(01522.HK)拟成立合营从事智慧枢纽相关业务项目
财经,海融科技(300915.SZ)：海融香港拟设立菲律宾控股子公司
财经,信能低碳(00145.HK)拟折让约9.09%配售最多1.88亿股 净筹约708万港元
财经,国联水产：2.21亿股限售股6月12日解禁上市，占公司总股本的19.5177%
财经,大晟文化(600892.SH)：拟6034万元转让劝业场酒店83.3333%股权及酒店对应的土地使用权
财经,东星医疗(301290.SZ)：拟推195.67万股限制性股票激励计划
财经,两个多月涨幅超20%！白银价格狂飙
财经,足球领域仍有大量机会 凯雷集团寻求意甲媒体转播权交易
财经,新和成(002001.SZ)：拟推第四期员工持股计划
财经,投资7年收益仅1倍，美的集团“清仓式”减持埃夫特
财经,5月末我国外汇储备规模为31765亿美元
财经,慧舍科技溢价55%夺得合力泰控股权，百亿私募迎水投资等来“白马骑士”
财经,今年立法工作计划公布，未提个税、房地产税法，重头戏是这些
财经,美亨实业(01897.HK)拟6月20日举行董事会会议 审批年度业绩
财经,瑞茂通(600180.SH)：向激励对象授予6690万份股票期权
财经,经济观察：5月中国进出口增速意味着什么？
财经,中国铝业(601600.SH)：预计2023年焦煤进口量与2022年持平
财经,珍宝岛(603567.SH)：拟推256.03万股限制性股票激励计划
财经,中国铝业(601600.SH)：海外拥有18亿吨左右铝土矿资源
财经,中国铝业(601600.SH)：目前国内原铝供需处于平衡状态
财经,三安光电(600703.SH)：拟投资70亿元从事生产碳化硅衬底 加快布局车规级碳化硅芯片
财经,中国铝业(601600.SH)：公司氧化铝、电解铝完全成本竞争力均处于行业50%以内
财经,中国铝业(601600.SH)：虽然今年氧化铝整体投产有所增加，但从整体供需情况来看仍处于宽松平衡状态
财经,三安光电：全资子公司与意法半导体公司成立合资公司，从事碳化硅外延、芯片生产
财经,电报解读|星环科技(688031.SH)国产数据库加速国产替代，受益于AI在各个行业中的应用
财经,三安光电(600703.SH)：拟6.12亿美元设立合资公司 从事碳化硅外延、芯片生产
财经,ESR(01821)：胡伟退任非执行董事
财经,美媒：高盛考虑亏本出售爱尔兰最大购物中心
财经,WSTS：预计今年全球半导体行业出现两位数下滑 但明年将反弹约11.8%
财经,星环科技(688031.SH)：拟定增募资不超15.21亿元用于AI知识助理建设项目等
财经,士兰微(600460.SH)：定增申请获得证监会同意注册批复
财经,涪陵榨菜(002507.SZ)拟10转3派3.8元 于6月16日除权除息
财经,智翔金泰(688443.SH)：IPO发行价为37.88元/股 6月9日申购
财经,*ST腾信(300392.SZ)：深交所决定终止公司股票上市
财经,涪陵榨菜(002507.SZ)：2022年度权益分配10转3派3.8元 股权登记日6月15日
财经,鹏鹞环保(300664.SZ)拟10股派1.5元 于6月14日除权除息
财经,国科军工(688543.SH)：网上路演时间6月9日9:00-12:00
财经,中石油下属企业高管被街拍后续：涉事人免职 女子疑似内部员工
财经,兴瑞科技(002937.SZ)：产能方面海内外共六大建设生产基地
财经,鹏鹞环保(300664.SZ)：2022年度权益分派10派1.5469元 股权登记日6月13日
财经,海尔生物(688139.SH)：拟以4300万元对参股公司超立安增资
财经,移为通信(300590.SZ)拟10股派1.2元 于6月14日除权除息
财经,京基智农(000048.SZ)：控股股东拟协议转让所持5.00%股份
财经,*ST中安(600654.SH)：撤销退市风险警示并继续实施其他风险警示 股票停牌
财经,京基智农：5月公司销售生猪14.92万头，销售收入2.15亿元
财经,兴瑞科技(002937.SZ)：近期部分终端车型降价行为对公司暂无明显影响
财经,东方材料(603110.SH)：公司尚未从NOKIA处获得华为是否行使优先受让权的回函
财经,爱克股份(300889.SZ)拟10股派0.602985元 于6月14日除权除息
财经,兴瑞科技(002937.SZ)：在新能源汽车领域，开拓了日立安斯泰莫(Astemo)、日电产及中车时代等更多优质客户时，获得品牌背书和定点
财经,京基智农(000048.SZ)：5月生猪销售收入2.15亿元
财经,Coinbase遭调查：被指非法赚取几十亿美元 “木头姐”仍加持
财经,争光股份(301092.SZ)拟10股派1.2元 于6月15日除权除息
财经,西高院(688334.SH)：网上发行最终中签率约为0.049%
财经,中粮科工(301058.SZ)：2022年度权益分派10派2元 股权登记日6月14日
财经,阿特斯(688472.SH)于6月9日在科创板上市
财经,建设银行(00939.HK)：纪志宏执行董事任职资格获核准
财经,阿特斯(688472.SH)：股票将于6月9日科创板上市
财经,*ST紫晶：6月8日进入退市整理期，预计最后交易日期为6月30日
财经,环球友饮智能(08496.HK)委任信永中和为核数师
财经,争光股份(301092.SZ)：2022年度权益分派10派1.2元 股权登记日6月14日
财经,士兰微(600460.SH)向特定对象发行A股股票申请获证监会同意注册批复
财经,中国科传(601858.SH)：公司目前未投资开展生成式人工智能、AIGC等有关业务
财经,欧洲央行诺特：如果通胀居高不下 可能需要进一步加息
财经,建设银行(00939.HK)：崔勇正式就任执行董事
财经,东方材料：TDTECH公司章程中约定了股东的优先受让权条款
财经,*ST腾信：收到股票终止上市决定
财经,建设银行(00939)：崔勇正式就任执行董事
财经,聚和材料(688503.SH)：子公司拟4.6亿元参与认购产业基金
财经,华兴源创(688001.SH)2022年拟每10股派3元 6月15日除权除息
财经,聚和材料(688503.SH)：拟约12亿元投资建设高端光伏电子材料基地项目
财经,金宏气体(688106.SH)2.22亿股限售股将于6月16日上市流通
财经,大摩“唱空”，多家机构发声了！9000亿“宁王”估值怎么看？
财经,禅游科技(02660.HK)因股票期权计划获行使增发100万股
财经,东方国信(300166.SZ)：公司已有数字水印技术，对于模型输出可以做防伪追踪
财经,重仓茅台大赚的幕后“神秘”买家罕见现身！“新目标”竟是它！这些或为隐形重仓股......
财经,因期权获行使 禅游科技(02660)发行100万股
财经,九号公司(689009.SH)：存托凭证持有人减持超过1%
财经,ESR(01821)根据获行使KM雇员持股计划发行207股
财经,堂堂老牌国企也造假？航天动力：5年虚增收入38亿，背后又见“老炮儿”隋田力
财经,德国陷衰退 希腊经济意外萎缩 欧元区整体经济蒙上阴影
财经,蒙牛乳业(02319)6月7日斥资约924.42万港元回购30万股
财经,4000万撬动免死金牌，37位内部股东提前喊减持，晨丰科技：高举7家“三无公司”，进军新能源啦！
财经,科博达(603786.SH)拟每股派0.5元 于6月15日分红
财经,家联科技(301193.SZ)：504万股限售股将解除限售、实际可上市流通的为126万股
财经,蒙牛乳业(02319.HK)6月7日耗资922.42万港元回购30万股
财经,飞龙股份(002536.SZ)：目前已建立联系、定点及批量供货的新能源客户有理想、蔚来、奇瑞、零跑、广汽埃安、吉利等120余家
财经,比亚迪股份(01211):吕向阳所持的265万股被解押
财经,银河磁体(300127.SZ)：2022年度权益分派10派4元 股权登记日6月14日
财经,飞龙股份(002536.SZ)：不会在发动机热管理产品上再进行投资
