类别,文本
财经,国联水产(300094.SZ)：2.21亿股限售股将于6月12日解禁
财经,中国5月出口同比转跌，人民币短线走弱，外贸人体感如何？
财经,中石油旗下公司“牵手门”涉事人员被免职
财经,广东湛江开建琼州海峡客滚运输应急保障基地
财经,花旗：维持永达汽车买入评级 目标价降至5.32港元
财经,万达集团又一个坏消息！王健林慌不？
财经,金宏气体(688106.SH)：2.22亿股限售股6月16日解禁
财经,欣旺达(300207.SZ)：近期发布闪充电池系列解决方案，有效支持1000公里续航里程，实现10分钟从20%充至80%SOC
财经,亿帆医药(002019.SZ)：甲硫酸新斯的明注射液境内注册上市许可申请获受理
财经,欣旺达(300207.SZ)：动力电池板块国内客户包括吉利、东风、理想等，海外客户包括雷诺、日产等
财经,多家基金错失英伟达 已纷纷认错回补
财经,电投产融(000958.SZ)：股东云能资本非公开发行可交换公司债券获得符合深交所挂牌条件无异议函
财经,欣旺达(300207.SZ)：公司基地布局和建设已提前规划好了，不存在这一方面的困难
财经,欣旺达(300207.SZ)：动力电池市场仍处于洗牌的过程中，公司有望在近两年加速洗牌的过程中脱颖而出
财经,大业股份(603278.SH)：减持数量已过半 郑洪霞累计减持118万股
财经,大业股份(603278.SH)董事、总经理郑洪霞累计已减持118万股
财经,电投产融(000958.SZ)：云能资本拟提前终止减持计划 已减持0.998%股份
财经,欣旺达(300207.SZ)：公司消费类电池业务正处于恢复增长的态势
财经,为了“保壳”金科再搞“小动作”，股票于7日起成功停牌
财经,同道猎聘(06100.HK)6月7日耗资134.47万港元回购14.58万股
财经,四环医药(00460.HK)：受托人就股份奖励计划购买合共450万股
财经,四环医药(00460)：受托人就股份奖励计划购买合共450万股
财经,同道猎聘(06100)6月7日回购14.58万股
财经,网龙(00777.HK)6月7日耗资296万港元回购20万股
财经,雅戈尔(600177.SH)拟每股派0.5元 于6月14日分红
财经,ST实达(600734.SH)：948.22万股限售股6月14日解禁
财经,宝莱特(300246.SZ)：四川宝莱特透析粉液生产基地已建成，预计将能在今年内投产
财经,默克起诉美国政府，美国药品定价改革博弈激化
财经,伟思医疗(688580.SH)：向激励对象授予106.15万股限制性股票
财经,宝莱特(300246.SZ)：自主研发的自动化腹膜透析设备PD600治疗模式齐全，搭载物联网系统
财经,晶华新材(603683.SH)：减持数量已过半 监事周德标累计减持20.13万股
财经,比亚迪股份(01211.HK)：增设人民币柜台
财经,宝莱特(300246.SZ)：目前主要是国产透析设备的国产化率低，完全国产自主的透析设备仅占不足10%的市场份额
财经,希腊经济意外萎缩 德国衰退背景下恐进一步拖累欧元区整体表现
财经,宝莱特(300246.SZ)：公司G系列监护仪、输注泵、CRRT、AED、高端透析用水处理设备、尿量检测仪等等新产品在未来将陆续推出
财经,欧洲央行管委Knot：如果通胀保持高位 可能需要进一步加息
财经,中国药企在ASCO | 百利天恒双抗ADC治疗耐药NSCLC表现卓越，ORR最高达61.8%
财经,5天闪崩2次，史上最贵ST股年营收不到亿元！“人参之王”连续24个跌停，ST板块低价股扎堆
财经,中国药企在ASCO | 小分子领域头号赢家，迪哲医药入选2项口头报告
财经,突发！“爆炒股”董事长、监事会主席同时辞职！
财经,晶华新材(603683.SH)监事周德标累计减持公司20.13万股
财经,广信材料(300537.SZ)：随着新产能投产和新产品市场开拓，预计三季度有望实现较快增长
财经,立高食品(300973.SZ)股东赵键完成减持 合计减持1%股份
财经,郑州煤电(600121.SH)：控股股东拟3亿元转让6637.1万股给郑州热力
财经,京东健康(06618.HK)：人民币柜台的设立将于6月19日生效
财经,中国软件国际(00354.HK)6月7日耗资963.6万港元回购200万股
财经,广信材料(300537.SZ)：光伏感光胶主要开发应用于光伏电镀铜新工艺中，研发进度正有序推进中
财经,中国软件国际(00354)6月7日斥资963.65万港元回购200万股
财经,四川成渝高速公路(00107)拟于6月15日派末期息每股A股0.1元
财经,中金公司(03908)将于8月18日派发末期股息每10股1.8元
财经,宁王再次下跌，长春高新遭5机构甩卖2.8亿！市场突然流行“反包”，它们明天能“站”起来吗？
财经,深圳燃气(601139.SH)：因到龄退休 董事长李真辞职
财经,华能国际电力股份(00902.HK)完成发行20亿元中期票据
财经,金田股份(601609.SH)2022年拟每10股派0.91元 6月14日除权除息
财经,京东健康(06618)设立人民币柜台
财经,一天蒸发500亿！“宁王”到底能赚多少钱？机构彻底吵翻
财经,神农集团(605296.SH)2022年度拟每股派0.25元 6月15日除权除息
财经,松霖科技(603992.SH)：始终坚持“健康硬件IDM”和“松霖•家”的“双引擎”发展战略
财经,我乐家居(603326.SH)2022年度每股派0.15元 股权登记日为6月13日
财经,亚洲金融6月7日斥资17万港元回购5万股
财经,松霖科技(603992.SH)：智能马桶品类营收占倍杰特整体营收大概有20%-30%的水平
财经,泡泡玛特6月7日斥资约527.41万港元回购30万股
财经,松霖科技(603992.SH)：倍杰特今年的整个订单增速是比较好的
财经,汇量科技6月7日斥资125.46万港元回购33.3万股
财经,松霖科技(603992.SH)：“松霖·家”目前还处于模式升级研发阶段
财经,信星集团发盈喜 预计年度取得股东应占溢利约4500万至5500万港元
财经,路畅科技(002813.SZ)股东张宗涛等拟减持33.41万股
财经,ST浩源(002700.SZ)拟10股派0.6元 于6月15日除权除息
财经,君禾股份(603617.SH)：将继续丰富锂电水泵产品系列
财经,松霖科技(603992.SH)：目前暂没有融资计划
财经,松霖科技(603992.SH)：厨卫健康品类从出口业务来看跟房地产是弱相关
财经,伟仕佳杰6月7日斥资约150.18万港元回购37万股
财经,君禾股份(603617.SH)：目前暂无海外建厂需求
财经,东风集团股份6月7日斥资685.8万港元回购185.6万股
财经,松霖科技(603992.SH)：接下来更需要通过产品创新提升产品的智能化
财经,凯中精密(002823.SZ)董事吴琪累计减持17.5万股 减持计划时间已过半
财经,君禾股份(603617.SH)：规划成立40人的电商部门，预期销售目标为达到8000万-1亿
财经,松霖科技(603992.SH)：公司与客户合作中份额占比比较大的是花洒类产品
财经,五洲特纸(605007.SH)2022年度每股派0.16元 股权登记日为6月14日
财经,奥飞数据(300738.SZ)：拟参投产业投资基金 专项投于厦门海辰储能科技
财经,东亚银行6月7日斥资219.65万港元回购21.4万股
财经,松霖科技(603992.SH)：2027年我国个护美容市场规模有望达到7288亿元
财经,君禾股份(603617.SH)：未来预期随着海外库存消耗及消费市场逐步复苏，水泵主业会呈现复苏反弹
财经,冠农股份(600251.SH)：控股子公司以3195.63万元竞得万通包装名下相关房产
财经,腾讯控股6月7日斥4.01亿港元回购119万股
财经,长实集团(01113.HK)6月7日耗资3971万港元回购90万股
财经,首程控股6月7日斥资约401.68万港元回购200万股
财经,东贝集团(601956.SH)2022年度每股派0.10003元 股权登记日为6月13日
财经,长实集团(01113)6月7日斥资3971万港元回购90万股
财经,东威科技(688700.SH)：本次发行价格区间已确定为每份GDR17.74美元至18.31美元
财经,华邦健康(002004.SZ)拟10股派2.2元 于6月15日除权除息
财经,立高食品(300973.SZ)：股东赵键完成减持1.0%股份
财经,万国国际矿业(03939)拟派发末期股息每股0.1元
财经,北控城市资源(03718.HK)选举杨莉珊为新董事
财经,新时代能源6月7日斥资12.36万港元回购100万股
财经,京东集团-SW(09618.HK)设立人民币柜台
财经,鸿博股份：不存在未披露的影响公司股票交易价格异常波动的重大事项
财经,合生创展集团前5个月总合约销售金额约139.75亿元 同比增加3.84%
财经,京东集团-SW(09618)设立人民币柜台
财经,四川路桥(600039.SH)：发行不超30亿元公司债券获得证监会同意注册
财经,长虹华意(000404.SZ)拟10股派2元 于6月16日除权除息
财经,上海莱士(002252.SZ)：目前血液制品特别是人血白蛋白、静注人免疫球蛋白两类产品处于供需紧平衡状态
财经,万邦投资将于7月4日派发中期息每股1.8港元
财经,华盛国际控股(01323.HK)将于6月21日举行董事会会议以审批年度业绩
财经,汇量科技(01860)6月7日斥资125.46万港元回购33.3万股
财经,中骏集团控股前5个月累计合同销售金额约170.75亿元 同比减少36%
财经,IMAX CHINA拟6月23日或前后派发末期股息每股0.117港元
财经,恒泰裕集团6月7日斥资75.75万港元回购750万股
财经,普京：2023年俄罗斯国内生产总值预计将增长1%至2%
财经,龙源电力5月完成发电量711.18万兆瓦时 同比增长18.46%
财经,第十五届“全国文化企业30强”发布
财经,与女子牵手逛街的国企总经理，被免职！(图)
财经,比特币在SEC利空消息后迅速反弹 按照历史规律或有进一步上行空间
财经,中国石油北京项目管理公司：胡继勇已被免去相关职务，接受纪委核查
财经,捷利交易宝5月新增机构客户1个
财经,贝壳-W6月6日斥资600万美元回购110.15万股
财经,汇丰控股6月6日斥资约1.24亿港元回购210.4万股
财经,渣打集团6月6日斥资约364.23万英镑回购54.49万股
财经,澳部长就贸易谈判警告欧盟：澳中关系正解冻，我们现在“不缺舞伴”
财经,东方电气将于7月28日派发末期股息每10股3.35元
财经,国银金租拟于8月9日派发末期息每10股0.7952元
财经,理想汽车在常州成立智能制造公司，注册资本1.2亿元
财经,友邦保险6月7日斥资约1.32亿港元回购164.42万股
财经,Google Cloud宣布与Mayo Clinic合作，通过生成式AI改进医疗保健
财经,全球科技公司今年已裁员逾20.2万人，远超去年全年
财经,市值被苹果超越的美国小盘股指数大举反攻，投资者看到了什么？
财经,光大期货0607热点追踪：煤化工回归跌势 甲醇底在哪里？
财经,红杉分拆内幕：这对被投资机构是利好还是利空？
财经,澳大利亚国债收益率曲线走势暗示衰退恐难以避免
财经,期货大咖聊大宗|广发期货朱迪：玉米短期或有压力 但不用过度悲观
财经,低估值优势明显 小摩再次增持中国股票
财经,经合组织：英国今年将成为发达国家中通胀率最高的国家之一
财经,游戏驿站盘前涨2% 将于盘后发布财报
财经,NOVONIX盘前涨超12% 与LG Energy Solution达成联合开发和投资协议
财经,经合组织再次上调中国今年经济增速 而全球复苏缓慢
财经,生猪期货持仓量逼近历史高位 市场博弈持续加剧
财经,美股到年底将涨20%？Fundstrat：这三个指标很重要
财经,期货大咖聊大宗|广发期货朱迪：生猪逢高空远月合约 安全边际较高
财经,欧盟将发起调查以提高债券吸引力
财经,经合组织：通胀高企 今年全球GDP将仅增2.7%
财经,5月末我国外汇储备规模为31765亿美元，较4月末下降283亿美元，降幅为0.88%
财经,Yext盘前涨超16% Q1每股收益大超预期 上调全年收入指引
财经,多家大行6月8日起下调人民币存款利率，3年期、5年期定存挂牌利率下降15个基点
财经,Grove Collaborative盘前跌超12% 遭高管连续减仓
财经,Unity盘前走高 正式启动visionOS beta项目
财经,越买越香！海外投资者对日股的兴趣还在上升
财经,传沃达丰与长和最早于周五宣布英国业务合并
财经,欧央行执委Schnabel：通胀依旧居高不下 加息仍未结束
财经,未来是“空间计算”而非“元宇宙”！这不是文字游戏，是苹果的价值观
财经,5月黑猫投诉商超领域红黑榜：盒马售卖食品有霉斑不承认质量问题
财经,库克回应Vision Pro价格昂贵：这是“最先进的电子设备”
财经,迅雷盘前涨超5% 宣布2000万美元股票回购计划
财经,瑞典克朗汇率接近历史新低之际 民众支持欧元呼声日益高涨
财经,沃达丰盘前涨超2% 沃达丰与长和最快周五宣布英国业务合并
财经,Gitlab盘前续涨近1% Q1营收、Q2指引均超预期
财经,收评：港股恒指收涨0.8% 科指收涨2.26%海昌海洋公园收跌27%
财经,京东20年：VC史上经典一战
财经,波音公司回应787飞机发现问题：影响近期交付
财经,建设非洲能源互联网 推动非洲能源转型
财经,申万宏源：首予洲际船务买入评级 三大业务板块营收持续增长
财经,各方共促非洲能源转型
财经,小摩：予招商银行增持评级 目标价70港元
财经,经合组织预计今年全球GDP增长2.7%，敦促各国央行保持紧缩
财经,国泰君安(香港)：首予鸿腾精密买入评级 目标价1.95港元
财经,澳第一大行澳大利亚联邦银行禁止员工使用ChatGPT，采用自有AI系统
财经,海昌海洋公园称不知股价异动原因
财经,美国纽约市就汽车盗窃案激增起诉现代和起亚：拒绝安装防盗器，造成公共危害
财经,兴业证券：维持达利食品增持评级 高管履新激发公司新活力
财经,爱康医疗尾盘涨近4% 招银国际给予买入评级
财经,华创证券：维持百威亚太推荐评级 今明两年成本有望持续利好
财经,ASMPT尾盘涨超3% 开源证券首予买入评级
财经,日内暴跌逾5%！土耳其里拉遭遇两年来最大单日抛售
财经,车企价格战，供应商躺枪？网传长安汽车强扣10%货款！官方回应来了
财经,大摩：维持同仁堂国药增持评级 目标价上调至18.3港元
财经,菲律宾预计糖产量下降，着眼于增加进口
财经,2012年以来首次下跌！英国5月Halifax房价同比下降1%
财经,葛兰素史克全球首款老年人RSV疫苗获欧盟委员会批准
财经,长安汽车回应网传供应商“申诉函”，直扣货款等内容不实已报案
财经,欧盟将对实施“经济勒索”的国家加征关税是针对中国？外交部回应
财经,基因觉醒，年轻人跑去深圳“批发”黄金
财经,外交部：希望欧盟和国际社会一道共同反对美国的经济胁迫
财经,美国国务卿布林肯将在未来几周内访华？外交部回应
财经,6月7日沪深两市涨停分析：鸿博股份录得10天7板 铭普光磁走出7天6板
财经,经合组织下调韩国今明两年经济增长预期，因利率上升和出口疲软
财经,华尔街最热的词：Skip！
财经,合景泰富集团午后涨超5% 近2个交易日上涨15%
财经,复星旅游文化午盘继续升高 股价现涨近6%
财经,苹果下一个挑战：Vision Pro需要的是应用程序而非销量
财经,土耳其里拉持续贬值 再创历史新低
财经,星空华文午后涨超4% 创上市新高
财经,牛弹琴：有人说阿里变了，但我看，阿里还是当年那个阿里
财经,数码博主进化论
财经,收评：甲醇跌超3%，20号胶涨超2%，橡胶涨近2%
财经,股指期货震荡下行 IC主力合约跌0.18%
财经,战投浮亏7%，中奥通宇IPO三成募资款用于买房
财经,14条措施“稳规模优结构” 江苏发文激发外贸新动能
财经,押题成功？各家GPT来写今年高考作文，谁最出彩？
财经,日本低保申请数连续3年增加 或受新冠疫情及物价上涨影响
财经,收评：北向资金净买入25.11亿元，沪股通净买入16.77亿元
财经,山东国资强势出手！郭广昌旗下德邦证券或易主
财经,英国5月房价同比下跌1%，为11年来首次年率下跌
财经,美股到年底将涨20%？Fundstrat：由这三个因素来定夺
财经,布鲁克菲尔德以11亿美元价格出售新西兰电信公司One NZ股份
财经,接连举牌浙江交科和中原高速，长城人寿意欲何为？
财经,北京报告两例！猴痘是什么，如何传播？一图读懂
财经,英媒：下一轮工业化浪潮，中国将是弄潮儿
财经,硅谷预言家安德森万字长文：人工智能不会毁灭世界，反而可能拯救世界
财经,不惧币圈大地震 “木头姐”加仓Coinbase近42万股
财经,与马斯克唱反调，风投大佬呼吁放飞人工智能：AI只是机器，永远不会有生命
财经,郭广昌要卖德邦证券？近两年净亏近5个亿
财经,移卡午盘升近4% 华泰证券给予目标价32.1港元
财经,恐袭影响消退 道达尔拟重启莫桑比克液化天然气项目
财经,飞思达科技现涨近22% 今年以来股价已大涨234%
财经,专访兰世立：首富只是虚名，任何一个行业都需要“疯子”
财经,热搜爆了！都说今年高考作文简单？我们请AI写了几篇…
财经,柠萌影视午后涨近8% 此前安信证券给予“买入-A”评级
财经,阅文集团午盘涨超4% 天风证券首予买入评级
财经,无惧SEC“大棒”!“木头姐”抄底Coinbase
财经,北京经济技术开发区管委会原主任梁胜严重违纪违法被双开
财经,市值半天蒸发超500亿！“宁王”估值现分歧，大摩看空，多家机构看好
财经,昊华科技(600378.SH)：二季度氟化工产品价格基本保持稳定
财经,台股收涨近1%站上16900点，创去年4月以来新高
财经,公司问答 | 温州宏丰：公司生产的部分产品可应用于新能源汽车动力电池、储能电池和消费类锂电池等领域
财经,公司问答 | 温州宏丰：公司生产的部分产品可应用于新能源汽车动力电池、储能电池和消费类锂电池等领域
财经,鑫宏业(301310.SZ)：公司新能源汽车线缆产品包括新能源汽车车内高压线缆、充电桩线缆及充电枪线缆
财经,通威股份：硅料价格能否稳定很难说 公司会讨论方案来稳定股价
财经,格隆汇6月7日丨据一财，通威股份表示产能
财经,赛科希德(688338.SH)：新产品推广情况良好
财经,天玑科技(300245.SZ)：目前我司PBData系列产品已经全面支持和应用国产品牌和技术
财经,日本景气一致指数环比上涨0.2，已连续上涨3个月
财经,赛科希德(688338.SH)：参投的四川博飞珂生物处于产品研发阶段，已取得部分新产品注册证
财经,公司问答 | 东方国信：子公司东云睿连与Intel联合发布基于Intel NUC一体机硬件和OpenVINO打造而成的OMHuman虚拟数字人解决方案
财经,公司问答 | 东方国信：子公司东云睿连与Intel联合发布基于Intel NUC一体机硬件和OpenVINO打造而成的OMHuman虚拟数字人解决方案
财经,格隆汇6月7日丨长春高新午后跌超9%，股
财经,满坤科技(301132.SZ)：公司PCB产品已广泛应用于数据中心相关存储和传输设备、电子控制器等领域
财经,长春高新午后大跌超9% 股价创1年以来新低
财经,广东蓝皮书：广东省地区生产总值连续34年居全国第一
财经,汇丰：重启后的硅谷银行英国分行将继续致力于服务初创公司
财经,安联锐视(301042.SZ)总经理李志洋减持时间过半 尚未减持公司股份
财经,格隆汇6月7日丨土耳其里拉兑美元下跌4%
财经,格隆汇6月7日丨瑞士5月季调后失业率2%
财经,长春高新午后跳水跌超6% 股价创逾1年新低
财经,隆基绿能新设光伏科技公司 含电池制造业务
财经,数据要素概念持续冲高 新华网涨停
财经,新媒股份：公司与科大讯飞共同成立元宇宙XR联合创新实验室
财经,"路易威登将推出限量系列NFT，售价41,712美元"
财经,"路易威登将推出限量系列NFT，售价41,712美元"
财经,“太难了！”出境游为何“签证难”？何时能好转？
财经,万科高管的钱袋子：万物云在上市之前，早就把公司的管理层喂饱了
财经,泰和新材(002254.SZ)：芳纶纸复合材料进展也比较快
财经,天韵国际控股午盘大涨超14% 今年以来累涨超208%
财经,泰和新材(002254.SZ)：现在发光纤维和纤维锂电池都实现量产了
财经,泰和新材(002254.SZ)：印染项目在烟台蓬莱园区有个示范工厂 大约三季度投产
财经,基建股今日回暖 中国交建及中国中铁均涨逾3%
财经,股民索赔新疆浩源案，法院选定示范案件
财经,长园集团索赔时效即将到期，符合条件股民尽快起诉
财经,泰和新材(002254.SZ)：间位芳纶的价格高端领域比较稳定
财经,电池级碳酸锂报价上涨3500元/吨 报310000元/吨
财经,泰和新材(002254.SZ)：芳纶从量的角度来看同比是增长的
财经,继续看好日本！高盛考虑进军日本电力衍生品交易
财经,泰和新材(002254.SZ)：根据电池厂要求去配备基膜
财经,泰和新材(002254.SZ)：基膜采购目前是三四个供应商
财经,中消协发布消费警示：警惕培训班退费骗局
财经,泰和新材(002254.SZ)：现在在进行产业化设计
财经,泰和新材(002254.SZ)：芳纶涂覆隔膜已经给10多家企业送样
财经,中国驻日使馆谈核污染水排海：日方一意孤行 令人愤慨
财经,抖音扩张自营电商？回应：将进行业务尝试
财经,濠赌股午后继续拉升 美高梅中国涨6%
财经,传闻基金实时净值估算功能将下线 求证：确在实施中
财经,A股文旅板块冲高
财经,A股航运港口板块拉升
财经,天玑科技：公司已与中国移动（浙江）创新研究院联合研发了反欺诈平台，公司会持续推进相关技术的研发和应用
财经,天玑科技：公司未参加本次华为全球智慧金融峰会2023会议
财经,港股异动 | 九号公司(689009.SH)涨超4% 公司证实与英伟达有业务合作
财经,港股异动 | 九号公司(689009.SH)涨超4% 公司证实与英伟达有业务合作
财经,商汤与上海AI实验室等发布“书生·浦语”大模型
财经,美投行：衰退短期内不会出现 美股反弹也将持续到第四季
财经,高考作文哪家强？几家AI都写了写，名师这样点评
财经,高银金融：呈请聆讯已押后至7月21日
财经,无视SEC诉讼，“木头姐”2100万美元加仓Coinbase
财经,子公司举报前董事长两年“领用”1898瓶茅台 上市公司回应来了
财经,大摩：予国泰航空增持评级 目标价10.7港元
财经,原始股东坐不住了！三只REITs迎来增持
财经,马斯克再谈外星生命：没有看到任何外星人存在的证据
财经,中石油下属企业领导和年轻女子牵手逛街被拍，公司账号火速注销
财经,世行上调今年全球和中国经济增长预期
财经,加加食品突发利空，控股股东成“老赖”！董秘办回应业绩连降
财经,警惕空头陷阱！德银：不要迷信流动性危机
财经,股价下跌逾25% 海昌海洋公园回应：原因暂未知 正在了解更多市场信息
财经,李云泽会见美国花旗集团首席执行官范洁恩
财经,8.64亿收购遭纷美包装董事会反对，新巨丰如何保证投资安全引监管关注
财经,长安汽车回应网传“克扣10%货款”：不实，已报案！
财经,这家骗了董宇辉的公司，被列为“经营异常”！此前因虚假宣传被罚没17万
财经,菲斯克进军排放信用市场以提振业务
财经,午评：港股恒指涨近1%% 恒生科技指数涨2.02%苹果概念股反弹
财经,从对望到奔赴：粤港澳大湾区与海南自贸港相向而行
财经,招银国际：维持绿城服务买入评级 目标价5.93港元
财经,麦格理：维持申洲国际中性评级 目标价下调至72港元
财经,花旗：予创科实业买入评级 目标价130港元
财经,明源云早盘涨超4% 中金维持跑赢行业评级
类别,文本
